0,1
彬格莱 小姐 祝贺 哥 快要 结婚 的 那 封信 ， 写得 无限 亲切 ， 只 可惜 缺乏 诚意 。,"miss Bingley &apos;s congratulations to her brother , on his approaching marriage , were all that was affectionate and insincere ."
别 担心 ， 我 的 木头 朋友 们 ！ 你们 对 闪电 已经 有 很 好 的 防护 了 。,"gnome : don &apos;t worry , my wooden friends ! you are well @-@ protected against any lightning attacks !"
别 占 着 茅坑 不 拉屎 ， 许多 人 都 在 等 这个 机会 。,don &apos;t be a dog in the manger . many people are waiting for this opportunity .
宾馆 目前 的 生意 很 好 ， 保持 着 相当 高 的 入住率 ， 可以 说 已经 走上正轨 ， 没有 必要 做 大 的 变动 。,"our hotel is quite successful , and the occupancy is high . if this hotel is successful , why should we change anything ?"
别傻了 。 那 只不过 是 我们 年少无知 的 爱 罢了 。,don &apos;t be silly . it was just a case of puppy love between us .
“ 别动 ！ ” 伊芙说 ， “ 我 去 拎 一桶 水来 。 ” 她 急急忙忙 朝 管家 的 餐具 室 跑 去 ， 心里 砰砰 直跳 ， 既 害怕 ， 又 高兴 。,"&quot; don &apos;t move it . &quot; eve said , &quot; I &apos;ll get a bucket of water . &quot; she hurried off to the butler &apos;s pantry , her heart pounding with a fearful joy ."
别饿 着 自己 研究 表明 使 自己 处于 饥饿 状态 的 人会 以 错误 的 方式 减少 体重 。,don &apos;t Starve Yourself Research does show you can lose unwanted weight by starving yourself .
彬格莱 小姐 说起 他 再也不会 回到 尼日斐 花园 来 ， 说 他 打算 放弃 那幢 房子 ， 可是 说 得 并 不怎么 肯定 。,"miss Bingley said something of his never returning to Netherfield again , of giving up the house , but not with any certainty ."
别致 独特 的 小 摆设 也 能 反映 主人 的 性情 ， 有时 也 能 成为 空间 不可 获缺 的 点缀 品 。,"chic unique small display can also reflect the owner &apos;s temperament , and sometimes space can become an indispensable embellishment ."
滨湖 82 公里 的 太湖 岸线 ， 聚合 了 无锡 最 精华 的 山水 资源 。,"the lakeside 82 kilometer Tai Lake waterfronts , got together the Wuxi most essence scenery resources ."
别 光是 把 名字 写 在 你 的 东西 上 。 任何 标有 “ 西蒙 的 牛奶 ， 别动 ” 的 东西 马上 就 会 被 一扫而光 。,"don &apos;t just put your name on your stuff. anything labelled &apos; Simon &apos;s milk , do not touch &apos; gets emptied immediately ."
别 让 干扰信号 把 你 弄 糊涂 了 。 重复 ， 别 让 敌人 的 干扰信号 把 你 弄 晕 了 。,AWACS Thunderhead Don &apos;t let the jamming confuse you . repeat ; don &apos;t let the enemy &apos;s jamming confuse you .
别 把 它 丢失 在 你 的 爆米花 里 ， ICM 公司 的 老板 认为 ， 互联网 能够 降低 新 的 电影 拍摄者 的 进入 门槛 。,don &apos;t lose it in your popcorn . ICM &apos;s boss believes that the internet will lower barriers to entry for new film @-@ makers .
别忘了 日本 不会 放弃 任何 对 美国 进行 核 报复 的 机会 。,don &apos;t forget Japan will jump on any opportunity to NUKE the U. S. for revenge .
别克 砰 的 一声 撞 上 铁轨 停住 了 ， 这 家伙 踢 开车 门 撒腿就跑 。,"the buick slammed to a stop against some railroad tracks , and this guy kicked the door open and started running ."
别 犹豫 了 ， 赶紧 去 买些 又 实用 的 家庭 必需品 吧 ， 炊具 、 毛巾 和 床单 都 会 给 你 带来 快乐 。,"don &apos;t hesitate to splurge on domestic delights that afford long @-@ term pleasure , like expensive cookware , fluffy towels and designer sheets ."
表演 一个 不 限 分析 国内 受损 的 期望 往往 带来 了 个人 工作 的 公司 。,performing an open @-@ ended analysis internally is often impaired by the expectations brought on by individuals working within the company .
滨湖 浴场 波 平沙 细 ， 湖水 清澈 ， 空气清新 ， 是 淡水 浴 、 阳光 浴 、 沙浴 的 理想 场所 。,"the bathing lakeside is an ideal site for freshwater bath , sunbath and sand bath ."
别 拉斯 汽车 液压 系统 常见故障 及 处理,common Breakdown and Treatments on the Hydraulic Pressure System of Mine Bielasi Serf @-@ dumping Trucks
别太 在意 别人 看法 ， 事实 可能 已 被 好奇心 之 浮云 遮住 。,don &apos;t worry about what others are thinking of you @-@ their curiosity might have already overshadowed their judgement .
别人 不行 ， 等 他 忏悔 了 以后 ， 没有 再要 弄 原子弹 才 可以 。,"other people are not allowed ; they must first repent , and stop producing atomic bombs ."
彬格莱说 ： “ 我 真 太高兴 了 ， 我 的 朋友 所说 的话 ， 经 你 这么 一圆转 ， 反面 变成 恭维 我 的话 了 。,"&quot; I am exceedingly gratified , &quot; said Bingley , &quot; by your converting what my friend says into a compliment on the sweetness of my temper ."
别 想当然 地 以为 人类 发明 的 技术 就 一定 会 服从 于 人类 。 三思 吧 。,the temptation is to think that technology we designed must remain subservient to us - but think again
别人 可能 认为 我 在 此事 上 花费 太多 的 精力 ， 但 ， 请等一下 ， 这一 简单 工作 不 应 被忽视 。,"others might think that I am putting so much fuss on the matter . but wait , this simple task should not be ignored ."
别 这样 ， 伯尼 ， 你 和 我活 在 真实 的 世界 里 。,"come on , Barney . you and me live in the real world . most of the time ."
髌 股关节 相对 面 可见 小 的 骨赘 ， 右侧 膝关节 更 明显 。,small osteophytes are seen in relation to the patellofemoral articulation more pronounced of the right .
别傻了 ， “ 他 说出 声来 。 ” 保持 清醒 ， 掌好 舵 。 你 也许 还有 很大 的 好运 呢 。,"don &apos;t be silly , &quot; he said aloud . &quot; and keep awake and steer . you may have much luck yet ."
别为 他 的 离开 难过 了 ， 我 很 清楚 ， 他 走 了 你 很 高兴 。,don &apos;t shed crocodile tears over his leaving . I know very well that you &apos;re glad to see him go .
别 期望 你 迟到 而 其他人 顶上 ， 因为 有 一些 工作 要 等 着 你 来 处理 完 ， 别人 才能 进行 。,do not be late . never go late to office and expect others to stay back since you &apos;ve some pending work to be done .
别人 把 钱 或 东西 给 错 了 你 的 时候 ， 包括 给与 你 远远 超出 应得 的 报酬 ， 一定 要 拒绝 。,"if other people give you money or things by mistake , including giving you remuneration that far exceeds what you deserve , refuse to accept ."
兵役制度 ： 实行 义务兵 和 志愿兵 相结合 的 兵役制 ， 兵役 期 两年 。,"terms of Service : military service is by selective conscription , with terms lasting two years ."
宾客 们 顿时 觉得 似乎 有 一朵 乌云 从 黑纱 后面 滚滚而来 ， 遮住 了 花烛 的 光亮 。,"such was its immediate effect on the guests , that a cloud seemed to have rolled duskily from beneath the black crape , and dimmed the light of the candles ."
别 再 对 西红柿 做 这种 事 了 ， 比 不 知道 我超 容易 黑脸 吗 ？,don &apos;t ever do that to a tomato ! don &apos;t you know how easily I bruise ?
兵种 包括 所有 等级 的 中士 和 下士 。 海军 中则 等价 为 包括 所有 等级 的 海军 士官 。,the NCO corps includes all the grades of sergeants and corporals . the Naval equivalent includes all levels of petty officers .
别 占 着 茅坑 不 拉屎 。 今天下午 你 如果 不 出去 的话 ， 就 把 你 的 自行车 借给 他 。,don &apos;t be such a dog in the manger . lend your bicycle to him since you will not go out this afternoon .
别 指望 他会 娶 你 ， 因为 他 是 一种 安定 不 下来 的 人 。 正如 人们 说 的 ， 漂泊者 难以 成家 。,"don &apos;t hope to marry him because he &apos;s not the type to settle down . a rolling stone gathers no moss , as they say ."
别 指望 从 证券市场 或者 房地产 上 带走 太多 的 投资 幸福感 ， 没有 什么 东西 是 永远 增长 的 。,"never get too carried away by investment euphoria , whether for stocks and shares or bricks and mortar - nothing goes up for ever ."
别 那样 看着 我 ， 你 知道 我 从不 吹嘘,don &apos;t look at me like that cuz you know nothing bout my swagger
彬格莱 小姐 看见 人家 拿 他 开玩笑 ， 很 是 生气 ， 便 怪 她 的 哥哥 干吗 要 谈 这样 没意思 的话 。,"miss Bingley warmly resented the indignity he had received , in an expostulation with her brother for talking such nonsense ."
“ 别 ， 等等 ， 我 现在 想要 。 等 我 洗洗 。 ”,"&quot; no , wait , I want to now . let me freshen up a bit . &quot;"
别 担心 没 进校 队 的 事 ， 你 还有 机会 的 。,don &apos;t worry about not making the varsity team ; you &apos;ll always have next year .
别墅 客厅 非常 大 ， 沙发 也 很漂亮 ， 阁楼 别墅 有 一个 很大 的 户外 平台 ， 上面 有 桌子 ， 椅子 ， 和 床 。,"living room was big and sofas are nicely . loft villa has a huge outdoor platform with tables , chairs and a bed ."
别 那么 软弱 。 知道 吗 ？ 你 应该 看看 史密斯 医生 。 她 很棒 的 。,Robin : don &apos;t be so wimpy ! you know what ? I think you should meet Dr. Smith . she is great .
别人 惊讶 地说 ， 这么 危重 的 病情 不 呻吟 ， 一定 是 他们 的 声带 烧糊 了 。,they felt surprise and said : &quot; it must because their vocal cord was burnt as they didn &apos;t moan in such a severe condition &quot;
别 让 他人 的 批评 妨碍 你 或 减损 你 的 自信 ， 捍卫 自己 ， 批评者 最后 可能 是 你 的 好友 。,"don &apos;t let a critic cramp your style , or stifle your confidence . stand up for yourself and both of you just might end up good friends ."
宾客 住店 ， 要 主动 出示 有效证件 ， 办理 登记手续 。,"the guest stays at an inn , must show the valid identification on own initiative , goes through the registration formality ."
别 告诉 同事 ， 其实 我 正在 找 新 工作 。,"don &apos;t tell anyone at work , but I &apos;m actually on the prowl for a new job ."
别墅 为 一个 最近 刚刚 接受 奢侈 消费 生活 方式 的 民族 ， 提供 了 一种 令人 向往 的 生活 远景 。,the villas offer a dazzling vision of a future lifestyle for a nation that has only recently again accepted the idea of luxurious living .
别 告诉 我 — — 就 这样 走 出去 而 我 却 再也 看不到 它 了 。,you &apos;re telling me you &apos;re just gonna walk out of here and I &apos;m never going to see it again .
表值 对象 可以 是 表 、 视图 、 函数 、 同义词 或本 地表 。,"a table @-@ valued object can be a table , a view , a function , a synonym , or a local table ."
别介意 我 ： 不知所措 的 游客 看着 狮子 大快朵颐,don &apos;t mind me : the lion tucks into his food as the bemused tourists look on
别 把 数学 想象 为 硬梆梆 的 、 死 绞 蛮缠 的 、 令人讨厌 的 、 有悖于 常识 的 东西 ， 它 只不过 是 赋予 常识 以 灵性 的 东西 。,"do not imagine that mathematics is hard and crabbed and repulsive to common sense , it is merely the etherealization of common sense ."
表演 节目 丰富 精采 ， 交换 礼物 的 欢乐 时刻 一到 ， 则 形成 另 一波 高潮 。,"the event featured a variety of spectacular performances , and was highlighted by the joyful exchange of special gifts ."
别人 朝 你 的 右耳 讲话 ， 你 就 会 把 所 听到 的 内容 传到 一个 更 “ 对味 ” 的 半脑 中 。,talk into the right ear and you send your words into a slightly more amenable part of the brain .
别 害怕 去 尝试 仿佛 超过 能力 所及 的 事情 。 敢于 冒 巨大 的 风险 。 不要 畏缩不前 ， 走 出去 ， 大胆 尝试 。,"more than you can chew , take big risks . never hang back get out there and go for it ."
濒临 灭亡 的 首发 股 （ IPO ） 市场 也 让 风险 基金 难以 兑现 其 投资 。,the moribund IPO market makes it harder for venture funds to cash in their investments .
别 想着 和 他 理性 地 讨论 这个 问题 ， 因为 这 本来 就 不是 一个 理性 的 事情 。,"don &apos;t think of discussing it with him in a reasonable way , as this isn &apos;t a reasonable matter ."
别 哭泣 ， 别 叹息 ， 别 呻吟 ； 悲伤 唤 不 回 流逝 的 时光 。,"weep no more , no sigh , nor groan . sorrow calls no time that &apos;s gone ."
冰川 底部 埋藏 着 各种 尺寸 和 形状 的 岩石 。,rocks of assorted sizes and shapes are embedded in the bottom of a glacier .
别 被 他 谦虚 的 态度 骗 了 ， 其实 他 是 个 很 骄傲 的 人 。,don &apos;t be fooled by his unassuming manner ; he is really a very proud man .
别的 一些 人 也 传 了 这个 ， 只要 没关系 的话 就 会 让 你 知道 的 。 还有 ， 大赞 这片 。,"some other people uploaded this if it ? is okay with you just letting you know . also , awesome . -w ."
别 跟 他们 说话 ， 凯西 说 。 你 没 看到 他们 笑 的 就 像 扫帚 吗 。,"don &apos;t talk to them , says Cathy . can &apos;t you see they smell like a broom ."
宾夕法尼亚州 哈弗福德 学院 的 斯蒂芬 · 鲍恩 和 普林斯顿大学 的 托尼 · 罗思曼 ， 向 arXiv 预 印本 文献 库 提交 了 一篇 论文 ， 对 这 一 问题 进行 了 调查 。,Stephen Boughn of Haverford College in Pennsylvania and Tony Rothman of Princeton University examine this question in a paper submitted to the arXiv preprint server .
别名 「 机会 大地 」 （ LandofOpportunity ） 的 阿肯色 于 1836 年 添加 联邦 ， 成为 美国 第 25 州 。,"nicknamed the &quot; Land of Opportunity , &quot; Arkansas , which joined the Union in 1836 , was the 25th state ."
别人 只 需 阅读 你 的 描述 就 可以 为 你 做出 下 一步 行动 。,someone else must be able to do the next action for you only by reading the description .
“ 别闹 了 ， ” 凌霄 回身 看 她 ， “ 李 小涵 ， 在 你 眼里 最贵 的 衣服 是 什么 牌子 的 ？ ”,"&quot; do not make , &quot; soars to the skies body to once see her , &quot; Li Xiao Han , what mark are the most valuable clothing in the your eyes ? &quot;"
别人 有豆 汤 、 马 炖菜 或 萝卜 煮 在 积雪 融化 ， 铁 的 口粮 或 饼干 。,"for the others there was bean soup , horse stew or turnips boiled in melted snow ; iron rations or biscuit ."
彬彬有礼 的 上海 年轻人 似乎 对 流汗 非常 抵触 — — — 并 不仅仅 出于 厌恶 ( 锻炼 所 带来 的 ) 身体 不适 ， 而是 他们 通常 认为 这 完全 是 一种 格格不入 的 观念 。,"urbane young Shanghaiers seem to baulk at the thought of breaking a sweat - not just due to a strange revulsion for discomfort , but because they tend to view it as a wholly alien concept ."
表演者 会 带来 他 自己 的 吸引力 ， 他 自己 的 感性 ， 他 自己 的 作者 。,"the performer will bring his own appeal , his own sensibility , his own writers ."
别问 警察 怎样 去 伦敦 西区 最快 ， 也 别 问 他 如何 使用 牡蛎 交通卡 。 他 也 很 想 帮 你 ， 不过 他 是从 西 米德兰 兹 郡 来 的 。,"do not ask a policeman the best way to get to the West End or how to use an Oyster card . he wants to help , but he &apos;s from the West Midlands ."
“ 别 推 我 ， ” 其中 的 一个 罢工 工人 坚决 地说 ， “ 我 可 没 干什么 。 ”,"&quot; don &apos;t shove me , &quot; said one of the strikers , determinedly . &quot; I &apos;m not doing anything . &quot;"
别 把 他 算进去 。 你 还 不 了解 他 吗 。 他 的 决心 持续 不了 三分钟 。,don &apos;t count him in . you know him . his determination is always a flash in the pan .
别 跟 旅店 的 职员 混得 太熟 ， 否则 你 只能 参加 一些 当地 的 活动 。,"do not get too familiar with the hotel staff , otherwise you &apos;ll find yourselves tied DOwn to purely local activities ."
别忘了 远方 的 故友 ， 你 想不出 他 有 多么 想 你 。,do not forget an old friend in a distant land who misses you more than you know .
别人 会 怎么 看 呢 ？ 一位 哈佛大学 的 法律 教授 娶 了 一个 刚 参加 工作 就 被 开除 的 律师 。,how &apos;s it going to look ? a Harvard law professor married to a lawyer who got fired from her first job .
别 跟 他 说 是 我 讲 的 ， 因为 他 对此 极其 敏感 ， 而且 每次 有人 提起 他 那 懦弱 的 婴儿 般的 眼睛 就 会 流下 大量 胆小 的 眼泪 。,"don &apos;t tell him I told you , because he &apos;s terribly sensitive about it , and weeps huge cowardly tears out of his gutless baby eyes whenever it &apos;s mentioned ."
别 小看 这条 不太长 的 细 管子 ， 它 却是 眼泪 通 到 鼻腔 的 唯一 要 道 。,"other belittle this not too long a small tube , it is tears - the only thoroughfare to the nasal cavity ."
别人 ， 那 麽 你 就是 在 浪费 你 的 旅程 。 相反 的 ， 你 应该 学会 享受 旅程 。 把 它 当作 一场 一次 快乐 的 ， 不断 学 。,"others , you &apos;re wasting your journey . instead , learn to enjoy the journey . make it a journey of Happiness , of constant ."
滨河公园 是 保定 市区 面积 最大 的 城市 街心公园 ， 也 是 保定 市区 老年人 休闲 游憩 的 主要 场所 之一 。,Binhe Park is the largest urban central park in area in Baoding city and one of the main recreational places for the elderly of the city .
宾州 尚克 斯维尔 散落 着 93 号 航班 的 残骸 ， 英雄 的 公民 以 自己 的 行动 避免 了 更 多 人 的 心碎 和 毁灭 。,"the wreckage of Flight 93 in Shanksville , Pennsylvania , where the actions of heroic citizens saved even more heartbreak and destruction ."
别老 穿 这件 条纹 T恤 ， 你 看上去 像 大黄蜂 。,E. g . enough with the rugby shirts . you look like a giant bumble bee .
冰 出于 谁 的 胎 。 天上 的 霜 是 谁 生 的 呢 。,"out of whose womb came the ice ? and the hoary frost of heaven , who hath gendered it ?"
宾州 费城 城市 命名 ， 这是 希腊 的 兄弟 爱 （ 哲学 ， “ 爱 ” 或 “ 友谊 ” ， 并 adelphos ， “ 兄弟 ” ） 。,"Penn named the city Philadelphia , which is Greek for brotherly love ( philos , &quot; love &quot; or &quot; friendship &quot; , and adelphos , &quot; brother &quot; ) ."
别去 拆 房子 ， 要 检视 每块 砖 ， 并且 换掉 那些 看来 残破 而 不再 能 支撑 那 结构 物 的 。,"do not dismantle the house , but look at each brick , and replace those which appear broken , which no longer support the structure ."
别人 怎么 想 我 不 知道 ， 我 只能 代表 我 自己 讲话 。,what others think I do not know ; I can only speak for myself .
别克 是 个 饱经风霜 的 高个子 ， 他 身着 红色 的 狩猎 服 和 卡其布 的 裤子 ， 我 去 五金 货架 时 从 他 身边 经过 ， 向 他 点 了 点头 。,"buck was a tall , weathered man in a red hunting shirt and khaki pants , and I nodded as I passed him on my way to the hardware aisle ."
别 那么 紧张 。 你 说 的 都 是 对 的 ， 不会 招致 任何 批评 。,"don &apos;t be that nervous . what you have said is right , and it will not attract any censure ."
别 给 人家 寄 一张 五十 美元 的 支票 ， 同时 却 暗示 自己 拥有 游艇 。,what you don &apos;t want to do is send a check for $ 50 with a hint that you own a yacht .
兵要 的 是 真挚 的 言语 或 真挚 的 沉默 。 兵 说 他 不 懂得 爱情 。,soldier wants sincere spoken and reticent . he says that he doesn &apos;t understand what the love is .
别 试图 和 猪 打假 。 你们 两个 都 会 变脏 ， 而 猪 喜欢 这 一点 。,never wrestle with a pig . you both get dirty and the pig likes it .
冰层 较 薄 的 地方 通常 会 较 早 解冻 ， 而 这些 黑色 的 砂丘 浸泡 在 阳光 会 加速 冰层 的 融化 。,thinner regions of ice typically defrost first revealing sand whose darkness soaks in sunlight and accelerates the thaw .
别怕 伤害 我 的 感情 ， 直说 吧 ， 医生 ， 我 也许 则 得 了 癌症 了 ？,"don &apos;t try to spare not my feelings , give it to me straight ( from the have to er ) , doctor , HAs I got cancer ?"
别 和 他 交朋友 ， 他 只是 一个 傻瓜 。,"don &apos;t have him for a friend , for he is nothing but a fool ."
宾夕法尼亚州 葛底斯堡 的 士兵 国家博物馆 ， 曾 是 一家 孤儿院 ， 据说 其 雇员 在 地下室 用 链条 锁住 儿童 。,"the Soldiers National Museum in Gettysburg , Pa . , is a former orphanage where an employee supposedly chained children in the basement ."
别 让 这些 东西 整天 放置 在外 令人 知道 家中 无人 ， 容易 成为 盗贼 的 目标 。,leaving these items outside all day could make it appear no one is home and that may make your house a more enticing target to a burglar .
别 担心 老板 ， 就 我 的 白内障 看来 ， 你 只是 看上去 像 个 坏蛋 。,"don &apos;t worry Boss , with my cataracts , you only sort of look like the bad guys ."
别 担心 ， 叫做 无尾熊 完全 无损于 他 是 一位 电脑 专家 啦 !,Yuna : dont &apos;s worry.Being called Koala doesn &apos;t make him any less of a computer expert .
别见怪 我 说 了 些 什么 请 别见怪 如今 你 不会 见怪 ， 不会 了 ， 是 吧 。,"don t mind what i said - please don t - you wont , now , will you ?"
别 打 她 家里 电话 ， 要不然 她 会 滔滔不绝 地说 几个 小时 。,"don &apos;t call her at home , otherwise she will talk your ears off ! don &apos;t call her at home , otherwise she will talk non @-@ stop for hours !"
憋 了 几个 月 ， 等 啊 等 ， 等待 市场 推出 一款 你 钟爱 的 平板 电脑 。,"you &apos;ve held out for months , waiting and watching the market for some sign of a tablet that you think you &apos;d like ."
别 嘲笑 我 了 。 我 是 认真 的 。 我 以前 从来 没有 被 要求 写 这种 报告 ， 我 只 写 研究 报告 。,"don &apos;t laugh at me , please . I &apos;m serious . I &apos;ve never been required to write this kind of report before , I only do the research reports ."
冰雹 开始 减弱 ， 寂静 像 失去 的 朋友 再度 归来 。,"the sleet began to taper off , and silence returned like a lost friend ."
别同 我 讲 家庭教师 了 ， 听见 这个 名词 就让 我 火冒三丈 了 。,ha ! don &apos;t talk to me about governesses . the very word makes me tremble with rage .
表演 结束 后 ， 我们 看到 一对对 车灯 沿主路 一路 排回 镇上 ， 然后 散开 来 各回 各家 。,"after it &apos;s over , we watch the pairs of headlights glide in a neat line back up Main Street , dispersing as drivers turn off toward home ."
宾夕法尼亚大学 帕克 分校 的 地球 科学家 凯文 · 弗朗称 ， 这 是 个 “ 有趣 的 ” 结论 。,"it &apos;s an &quot; intriguing &quot; conclusion , says geoscientist Kevin Furlong of Pennsylvania State University , University Park ."
兵丁 受 了 银钱 ， 就照 所 嘱咐 他们 的 去 行 。 这话 就 传说 在 犹太人 中间 ， 直到 今日 。,"so they took the money , and did as they were taught : and this saying is commonly reported among the Jews until this day ."
“ 别说 废话 了 ， 你 自己 也 在 长 呀 ！ ” 爱丽丝 大胆 地说 。,"&apos;don &apos;t talk nonsense , &apos; said Alice more boldly : &apos; you know you &apos;re growing too . &apos;"
别 让 孩子 尝试 控制 你 的 决定 ， 例如 ， 你 选择 谁 保母 。,"don &apos;t let your child try to control your decisions , such as who you &apos;ve chosen as a baby @-@ sitter ."
别提 集邮 的 事 ， 否则 约翰 准会 把 他 全部 的 收藏 都 拿 出来 向 大家 炫耀 。,"don &apos;t mention anything about stamp collecting , or John is sure to trot out his entire collection for everyone to examine ."
别难过 皮特 ： 《 钢铁 侠 》 主角 小 罗伯特 唐尼 也 没拿到 那个 角色 。,don &apos;t feel bad Brad : Robert Downey Jr. also tried out for a role in film Backdraft .
“ 别骗 我 。 ” 桃金娘 喘 着 气 说 ， 眼泪 滔滔不绝 地滚 下 面颊 ， 皮皮 鬼 在 她 身后 快活地 咯咯 直笑 。,"&quot; don &apos;t lie to me , &quot; Myrtle gasped , tears now flooding down her face , while Peeves chuckled happily over her shoulder ."
宾果游戏 让 爷爷奶奶 露出 笑容 ， 有人 认真 的 找 号码 ， 行动 不 方便 的 也 有人 来 帮忙 。,"a game of Bingo draws smiles . some look carefully for the numbers , while others require a bit of help ."
宾馆 和 汽车旅馆 的 房间 通常 都 有 电话 、 独 用 卫生间 、 电视 、 电冰箱 以及 泡茶 和 煮 咖啡 用 的 器具 。,"hotel and motel rooms usually have telephones , private bathrooms , televisions , refrigerators , as well as facilities to make tea and coffee ."
别傻了 ， 如果 西方 没有 严格 的 遵循 规则 犯错 的话 ， 相当于 打开 的 潘多拉 铁盒 。,don &apos;t childish . it is all west &apos;s fault of without sticking tightly the rule and therefore opening up the Pandora box .
别 担心 ， 我们 知道 ， 即使 是 一个 高尔夫球 俱乐部 也 可能 拥有 这样 的 名字 ， 所以 不要 太 在意 ， 这 仅仅 是 一个 名字 而已 。,"don &apos;t worry , we were told , even a golf club has one of those -- it &apos;s just a name ."
兵马俑 不仅 规模宏大 ， 而且 类型 众多 ， 个性 鲜明 。,"terra Cotta Warriors not only on a grand scale , and many types of , personality is distinct ."
殡仪 员 麦克 安排 我们 坐在 一张 胡桃木 色 桌子 旁 ， 叹 了 口气 说 ： “ 医院 联系 过 我 了 。 ”,"Mike , the home &apos;s director , sat us down at a walnut @-@ stained table and let out a sigh . &quot; I got the report from the hospital , &quot; he said ."
宾度 位于 头 的 后 端 ， 在 这个 点上 ， 古代 印度 留着 一小撮 头发 。,"this chakra is located at the back of the head , at the point where Hindu Brahmins keep a tuft hair or shikha ."
表演 基本上 很 精彩 - - 我 只 对 她 的 技巧 稍 有 意见 。,basically it was a fine performance I have only minor quibbles to make about her technique .
别人 会 抓住 你 犯下 的 错误 不 放 ， 所以 第一次 就 做好 很 重要 。,it &apos;s important to &quot; get it right the first time &quot; because you can be sure others will pounce upon any mistakes you might make .
滨 水区 以 其 活跃性 和 穿透力 而 成为 城市 景观 组织 中 最 富有 生气 的 元素 ， 它 集中体现 了 城市 深厚 的 文化 积 蕴和 丰富 的 物质文明 。,"waterfront area develops as the vibrant component in organizing urban scenery because of its activity and penetrability , which indicates profound cultural details and profuse substance civilization ."
别 坐 得 太久 ， 否则 会 弄皱 你 的 新 衣服 。,don &apos; t sit for too long or you &apos; ll crease your new dress .
别 把 油漆 胡乱 刷 得 这么 厚 ， 他们 要求 外表 光滑 美观 。,"don &apos;t slosh the paint on so thickly , they want a nice smooth surface ."
别以为 是 在 看 猴戏 ， 俺 耍 得 很 卖力 ， 你 在 一边 拍巴 巴掌 。,"stop thinking it as some sort of monkey play , you clap your hand when I performed ."
别人 看球 是 为了 享受 ， 但是 ， 在 球场上 ， 我们 必须 为 自己 努力奋斗 。,people watch the football and enjoy it but we must do our talking on the pitch .
表演 中 用 打击乐 伴奏 ， 但 狮舞 的 动作 不 受 音乐 节奏 的 限制 ， 音乐 只起 烘托 气氛 的 作用 。,"the performance is accompanied by the percussion music that only sets off the atmosphere by contrast , not limits the lion &apos;s movements ."
别用 手指 指着 我 ， 我 不是 在 受审 ， 你 也 不是 原告 ！,don &apos;t jab your finger at me : I &apos;m not on trial and you &apos;re not the prosecutor !
憋死 我 了 ！ 你 也 不 说 ， 我 也 不 说 ， 咱俩 总得 有 一个 来 挑明 吧 ！ 算了 ， 我 不下 地狱 谁 下 地狱 。 我 说 了 “ 我爱你 ” ！,"suffocate me ! you don &apos;t say , I do not say , we have to have a talk ! well , I don &apos;t go to hell who go to hell . I said &quot; I love you &quot; !"
别的 邻居们 有 的 执教 足球队 ， 探视病人 ， 有 的 驱车 访问 那些 羁 居于 家 的 人 ， 辅导 那些 辍学 学生 ， 教 成年人 读书 。,"other neighbors coach soccer teams , visit the sick , give rides to the housebound , tutor dropouts , teach adults to read ."
别的 祛痘 产品 我 不 知道 ， 不过 我 觉得 茚 象泉 的 祛痘 产品 挺 好 的 啊 ， 你 不 知道 吗 ？,"other acne products , I do not know , but I feel like a spring of acne products indene fine ah , do not you know ?"
别 担心 ， 由 我 来 承担 她 的 怒火 ， 孩子 。 不过 这些 人有 很 重要 的 事要 告诉 我 女儿 。,"BC : don &apos;t worry , I &apos;ll take the heat for you , son . but what these folks have to say is important for my daughter to hear ."
别 让 孩子 们 养成 晚睡 的 习惯 。,don &apos;t let the children get into the habit of going to bed late .
别着急 ， 这 是 您 的 处方 。 用 一点 坐药 和 泻药 ， 过 两 、 三天 血 就 会 止住 。,don &apos;t worry . here &apos;s a prescription . use the suppositories and laxative . the bleeding should stop in two or there days .
兵士 说 。 他 把手 举到 帽子 边上 行 了 个 礼 ， 因为 他 以前 从来 没有 看见 过 这样 的 一只 狗儿 。,"&quot; good morning , &quot; said the soldier , touching his cap , for he had never seen such a dog in his life ."
别名 「 鹈鹕 之州 」 （ PelicanState ） 的 路易斯安那 坐落 在 南方 腹地 ， 它 拥有 多采多姿 的 历史 ， 是 为 纪念 路易十四 （ KingLouisXIV ） 而 得名 。,"situated in the Deep South , Louisiana , the &quot; Pelican State , &quot; has a colorful history and was named in honor of King Louis XIV ."
别 在 我 面前 掉 你 那 鳄鱼 的 眼泪 ， 你 自己 清楚 ， 你 分明 是 幸灾乐祸 。,get out . don &apos;t shed crocodile tears to me . you know you are really glad they &apos;re met with misfortune .
别 担心 。 我 把 地图 从 杂物 柜里 拿出 来看 一下 … … 嗯 ， 我们 在 哪里 ？,"don &apos;t worry . I &apos;ll take out the map from the glove compartment and take a look . . . uh , where are we ?"
别 对 现实生活 过于 苛求 ， 常存 感激 的 心情 ！,don &apos;t be so fastidious about your life . be always full of gratitude . . .
别 浪费 我 的 时间 来 告诉 我 堕胎 是 错误 的 ， 不如 告诉 我 有 甚么 更好 的 方法 ， 及 你们 如何 推广 这些 方法 。,"don &apos;t abuse my time telling me that abortion is wrong . instead , talk to me about alternatives and what you are doing to promote them ."
